Unnamed: 0,ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
41,643,Alpha-tocopherol transfer protein,TTPA,699601.0,D49488,P49638,TTPA_HUMAN,1OIP; 1OIZ; 1R5L,,TTPA,HGNC:12404,Humans,DB11251; DB11635; DB14003
44,696,High affinity choline transporter 1,SLC5A7,10998442.0,AF276871,Q9GZV3,SC5A7_HUMAN,,,SLC5A7,HGNC:14025,Humans,DB00122; DB14006
46,730,Mitochondrial folate transporter/carrier,SLC25A32,11545417.0,AF283645,Q9H2D1,MFTC_HUMAN,,,SLC25A32,HGNC:29683,Humans,DB00158
52,782,Cellular retinoic acid-binding protein 2,CRABP2,181026.0,M68867,P29373,RABP2_HUMAN,1BLR; 1BM5; 1CBQ; 1CBS; 1XCA; 2CBS; 2FR3; 2FRS; 2FS6; 2FS7; 2G78; 2G79; 2G7B; 3CBS; 3CR6; 3CWK; 3D95; 3D96; 3D97; 3F8A; 3F9D; 3FA6; 3FA7; 3FA8; 3FA9; 3FEK; 3FEL; 3FEN; 3FEP; 3I17; 4I9R; 4I9S; 4M6S; 4M7M; 4QGV; 4QGW; 4QGX,,CRABP2,HGNC:2339,Humans,DB00755
58,893,"Solute carrier family 2, facilitated glucose transporter member 4",SLC2A4,307076.0,M20747,P14672,GTR4_HUMAN,,,SLC2A4,HGNC:11009,Humans,DB00126; DB01296; DB01914; DB09341; DB09502
61,940,Sodium- and chloride-dependent glycine transporter 1,SLC6A9,546769.0,S70609,P48067,SC6A9_HUMAN,,,SLC6A9,HGNC:11056,Humans,DB00145
62,942,Low-density lipoprotein receptor-related protein 2,LRP2,1809240.0,U33837,P98164,LRP2_HUMAN,2M0P,,LRP2,HGNC:6694,Humans,DB00115; DB00798
63,963,Thiamine transporter 2,SLC19A3,12483888.0,AF271633,Q9BZV2,S19A3_HUMAN,,,SLC19A3,HGNC:16266,Humans,DB00152
70,1048,Proton-coupled folate transporter,SLC46A1,16549261.0,AK054669,Q96NT5,PCFT_HUMAN,,,SLC46A1,HGNC:30521,Humans,DB00158; DB00563; DB00642; DB00795; DB06813; DB08878; DB11256
73,1059,Choline transporter-like protein 1,SLC44A1,19571182.0,AJ245620,Q8WWI5,CTL1_HUMAN,,,SLC44A1,HGNC:18798,Humans,DB00122; DB14006
74,1061,Canalicular multispecific organic anion transporter 2,ABCC3,3132270.0,AB010887,O15438,MRP3_HUMAN,,,ABCC3,HGNC:54,Humans,DB00143; DB00158; DB00286; DB00328; DB00338; DB00481; DB00515; DB00541; DB00544; DB00563; DB00661; DB00709; DB00773; DB00950; DB00973; DB00997; DB01011; DB01016; DB01032; DB01045; DB01069; DB01115; DB01138; DB01174; DB02659; DB04348; DB05928; DB06813; DB08884; DB11936
80,1130,Neutral and basic amino acid transport protein rBAT,SLC3A1,306442.0,M95548,Q07837,SLC31_HUMAN,,,SLC3A1,HGNC:11025,Humans,DB00138
91,2182,Choline transporter-like protein 4,SLC44A4,14042044.0,AK027397,Q53GD3,CTL4_HUMAN,,,SLC44A4,HGNC:13941,Humans,DB00122; DB14006
92,2183,Choline transporter-like protein 2,SLC44A2,6996444.0,AJ245621,Q8IWA5,CTL2_HUMAN,,,SLC44A2,HGNC:17292,Humans,DB00122
93,2184,Choline transporter-like protein 3,SLC44A3,,AC093429,Q8N4M1,CTL3_HUMAN,,,SLC44A3,HGNC:28689,Humans,DB00122; DB14006
95,2251,"b(0,+)-type amino acid transporter 1",SLC7A9,5916108.0,AF141289,P82251,BAT1_HUMAN,,,SLC7A9,HGNC:11067,Humans,DB00130; DB00138
96,2261,Mitochondrial dicarboxylate carrier,SLC25A10,6224534.0,AJ131612,Q9UBX3,DIC_HUMAN,,,SLC25A10,HGNC:10980,Humans,DB00139
97,2275,Mitochondrial glutamate carrier 2,SLC25A18,21322707.0,AJ428203,Q9H1K4,GHC2_HUMAN,,,SLC25A18,HGNC:10988,Humans,DB00142
98,2276,Mitochondrial glutamate carrier 1,SLC25A22,21322705.0,AJ428202,Q9H936,GHC1_HUMAN,,,SLC25A22,HGNC:19954,Humans,DB00142
99,2308,Vesicular inhibitory amino acid transporter,SLC32A1,17975777.0,AY044836,Q9H598,VIAAT_HUMAN,,,SLC32A1,HGNC:11018,Humans,DB00145
100,2310,Sodium- and chloride-dependent glycine transporter 2,SLC6A5,4003525.0,AF085412,Q9Y345,SC6A5_HUMAN,,,SLC6A5,HGNC:11051,Humans,DB00145
103,3109,Antigen peptide transporter 1,TAP1,,X66401,Q03518,TAP1_HUMAN,1JJ7,,TAP1,HGNC:43,Humans,DB01259
105,3501,Mucin-1,MUC1,,M21868,P15941,MUC1_HUMAN,1SM3; 2ACM; 2FO4,,MUC1,HGNC:7508,Humans,DB11090
106,3530,Thiamine transporter 1,SLC19A2,6524689.0,AF160812,O60779,S19A2_HUMAN,,,,HGNC:10938,Humans,DB00152
111,3641,Phosphatidylcholine translocator ABCB4,ABCB4,307181.0,M23234,P21439,MDR3_HUMAN,,,,HGNC:45,Humans,DB06207; DB06414
112,3642,Solute carrier organic anion transporter family member 1A2,SLCO1A2,885978.0,U21943,P46721,SO1A2_HUMAN,,,,HGNC:10956,Humans,DB00175; DB00199; DB00220; DB00224; DB00227; DB00253; DB00279; DB00286; DB00291; DB00328; DB00390; DB00421; DB00451; DB00468; DB00503; DB00563; DB00584; DB00619; DB00635; DB00641; DB00655; DB00661; DB00669; DB00728; DB00741; DB00788; DB00860; DB00887; DB00908; DB00917; DB00950; DB00977; DB01005; DB01009; DB01016; DB01032; DB01045; DB01050; DB01076; DB01092; DB01098; DB01124; DB01137; DB01183; DB01222; DB01232; DB01234; DB01380; DB01396; DB01583; DB01586; DB01590; DB01611; DB01708; DB02123; DB02659; DB02691; DB03619; DB04348; DB04573; DB04630; DB05804; DB06710; DB08833; DB08834; DB08836; DB08893; DB08912; DB09213; DB11591; DB11611; DB11753; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14631; DB14641; DB14649; DB14669; DB15566
114,3644,Sodium/bile acid cotransporter,SLC10A1,410214.0,L21893,Q14973,NTCP_HUMAN,,,,HGNC:10905,Humans,DB00091; DB00279; DB00286; DB00328; DB00396; DB00412; DB00549; DB00624; DB00795; DB00887; DB00977; DB01032; DB01098; DB01583; DB01586; DB02123; DB02659; DB03604; DB03619; DB04348; DB04574; DB06290; DB08860; DB13215; DB13943; DB13944; DB13946; DB14761; DB15688
117,3647,Solute carrier family 22 member 2,SLC22A2,2281942.0,X98333,O15244,S22A2_HUMAN,,,,HGNC:10966,Humans,DB00122; DB00152; DB00184; DB00204; DB00206; DB00264; DB00280; DB00331; DB00345; DB00363; DB00365; DB00368; DB00391; DB00396; DB00413; DB00437; DB00448; DB00458; DB00468; DB00495; DB00501; DB00515; DB00526; DB00536; DB00555; DB00571; DB00594; DB00619; DB00668; DB00690; DB00709; DB00758; DB00783; DB00798; DB00863; DB00871; DB00907; DB00908; DB00914; DB00915; DB00917; DB00925; DB00927; DB00938; DB00960; DB00986; DB00988; DB01018; DB01032; DB01035; DB01043; DB01075; DB01103; DB01114; DB01118; DB01137; DB01151; DB01156; DB01160; DB01199; DB01273; DB01337; DB01580; DB04855; DB05294; DB05381; DB05383; DB05667; DB06137; DB06176; DB06608; DB06636; DB06637; DB08837; DB08838; DB08839; DB08840; DB08882; DB08893; DB08912; DB08930; DB09076; DB09078; DB09241; DB09343; DB11633; DB11640; DB11652; DB11697; DB11712; DB11718; DB11817; DB11837; DB11886; DB11901; DB12001; DB12147; DB12218; DB12265; DB12457; DB12598; DB13874; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14006; DB14754; DB15102; DB15133; DB15328; DB15442; DB16267
118,3648,Solute carrier family 22 member 1,SLC22A1,2511670.0,X98332,O15245,S22A1_HUMAN,,,,HGNC:10963,Humans,DB00122; DB00127; DB00152; DB00184; DB00206; DB00220; DB00224; DB00238; DB00280; DB00318; DB00331; DB00363; DB00368; DB00391; DB00396; DB00406; DB00413; DB00434; DB00448; DB00457; DB00468; DB00501; DB00520; DB00536; DB00555; DB00590; DB00619; DB00625; DB00661; DB00668; DB00709; DB00728; DB00758; DB00787; DB00863; DB00908; DB00914; DB00915; DB00925; DB00938; DB00983; DB00988; DB01004; DB01018; DB01032; DB01035; DB01114; DB01137; DB01151; DB01199; DB01232; DB01337; DB01621; DB01623; DB03128; DB03566; DB04830; DB04855; DB05381; DB05467; DB06137; DB06288; DB08837; DB08838; DB08882; DB08893; DB09073; DB09076; DB09079; DB11642; DB11697; DB11732; DB11837; DB11886; DB11963; DB12141; DB12267; DB12332; DB12597; DB12598; DB12674; DB13952; DB13953; DB13954; DB13955; DB13956; DB14006; DB14973; DB15133; DB16098; DB16650
119,3649,High affinity copper uptake protein 1,SLC31A1,2315987.0,U83460,O15431,COPT1_HUMAN,2LS2; 2LS3; 2LS4,,,HGNC:11016,Humans,DB00515; DB00526; DB00958; DB09130
120,3650,Solute carrier family 22 member 3,SLC22A3,3581982.0,AJ001417,O75751,S22A3_HUMAN,,,,HGNC:10967,Humans,DB00122; DB00182; DB00184; DB00331; DB00363; DB00368; DB00391; DB00396; DB00413; DB00448; DB00457; DB00458; DB00501; DB00526; DB00536; DB00541; DB00575; DB00709; DB00718; DB00762; DB00783; DB00925; DB00938; DB00983; DB00988; DB01035; DB01042; DB01151; DB01577; DB05381; DB08837; DB08838; DB08841; DB08882; DB08893; DB13943; DB13944; DB13952; DB13953; DB13954; DB13955; DB13956; DB14006
121,3651,Multidrug resistance-associated protein 7,ABCC10,21103955.0,AY032599,Q5T3U5,MRP7_HUMAN,,,,HGNC:52,Humans,DB00091; DB00203; DB00300; DB00441; DB00541; DB00563; DB00661; DB00694; DB00773; DB00783; DB00987; DB00997; DB01229; DB01248; DB04348; DB13952; DB13953; DB13954; DB13955; DB13956
122,3652,Solute carrier family 22 member 10,SLC22A10,52078132.0,BK001421,Q63ZE4,S22AA_HUMAN,,,,HGNC:18057,Humans,DB00286; DB00936; DB01032
123,3653,Solute carrier organic anion transporter family member 4C1,SLCO4C1,33308060.0,AF401643,Q6ZQN7,SO4C1_HUMAN,,,,HGNC:23612,Humans,DB00279; DB00390; DB00509; DB00563; DB01092; DB01137; DB01396; DB01583; DB06335
124,3654,Monocarboxylate transporter 10,SLC16A10,18640047.0,AB057445,Q8TF71,MOT10_HUMAN,,,,HGNC:17027,Humans,DB00117; DB00119; DB00120; DB00123; DB00125; DB00128; DB00130; DB00133; DB00134; DB00135; DB00138; DB00142; DB00145; DB00149; DB00150; DB00151; DB00156; DB00160; DB00161; DB00167; DB00172; DB00174; DB00279; DB01235; DB01583; DB01746; DB01786; DB02556; DB02952; DB03107; DB03225; DB03839; DB03929; DB04398; DB06262
125,3655,Solute carrier organic anion transporter family member 2A1,SLCO2A1,1617590.0,U70867,Q92959,SO2A1_HUMAN,3MRR,,,HGNC:10955,Humans,DB00119; DB00654; DB00695; DB00770; DB00917; DB01088; DB01160; DB01174; DB01819; DB02056; DB02263; DB03581; DB04398; DB04551; DB04557; DB11753
126,3656,Solute carrier organic anion transporter family member 4A1,SLCO4A1,6683743.0,AB031051,Q96BD0,SO4A1_HUMAN,,,,HGNC:10953,Humans,DB00279; DB00286; DB00451; DB00509; DB00917; DB01053; DB01583; DB04348; DB13952; DB13953; DB13954; DB13955; DB13956
127,3657,Multidrug and toxin extrusion protein 1,SLC47A1,7023138.0,AK001709,Q96FL8,S47A1_HUMAN,,,,HGNC:25588,Humans,DB00205; DB00243; DB00331; DB00391; DB00440; DB00501; DB00536; DB00537; DB00567; DB00661; DB00787; DB00877; DB00879; DB00927; DB00986; DB01004; DB01018; DB01030; DB01035; DB01043; DB01137; DB01195; DB01203; DB01333; DB04574; DB04948; DB05667; DB06137; DB06288; DB06608; DB08837; DB08840; DB08930; DB09185; DB09241; DB09343; DB11652; DB11732; DB11753; DB11757; DB11791; DB11793; DB11837; DB11886; DB11901; DB11978; DB12001; DB12141; DB12218; DB12265; DB12267; DB12332; DB12377; DB12457; DB12500; DB12615; DB12887; DB12978; DB13946; DB14761; DB14840; DB15097; DB15102; DB15133; DB15233; DB15305; DB15442; DB15685; DB15688; DB15822; DB16098; DB16267; DB16628
128,3658,ATP-binding cassette sub-family C member 11,ABCC11,15027829.0,AY040219,Q96J66,ABCCB_HUMAN,,,,HGNC:14639,Humans,DB00158; DB00286; DB00328; DB00563; DB01032; DB02527; DB04348
130,3660,Solute carrier organic anion transporter family member 1C1,SLCO1C1,7839587.0,AF260704,Q9NYB5,SO1C1_HUMAN,,,,HGNC:13819,Humans,DB00252; DB00279; DB00286; DB00451; DB00509; DB00563; DB00586; DB00783; DB00917; DB00939; DB01032; DB01092; DB01583; DB04348; DB13952; DB13953; DB13954; DB13955; DB13956
131,3661,Solute carrier organic anion transporter family member 3A1,SLCO3A1,6683741.0,AB031050,Q9UIG8,SO3A1_HUMAN,,,,HGNC:10952,Humans,DB00286; DB00345; DB00563; DB00770; DB00917; DB01053; DB01088; DB01160; DB04348; DB06654; DB09198
132,3662,Probable low affinity copper uptake protein 2,SLC31A2,2315989.0,U83461,O15432,COPT2_HUMAN,,,,HGNC:11017,Humans,DB00515; DB00958; DB09130
133,3664,Copper-transporting ATPase 2,ATP7B,551502.0,U11700,P35670,ATP7B_HUMAN,2ARF; 2EW9; 2KOY; 2LQB; 2ROP,,,HGNC:870,Humans,DB00515; DB00526; DB00958; DB09130
134,3665,"POU domain, class 5, transcription factor 1",POU5F1,35169.0,Z11898,Q01860,PO5F1_HUMAN,,,,HGNC:9221,Humans,DB00368; DB00988
135,3666,Copper-transporting ATPase 1,ATP7A,179253.0,L06133,Q04656,ATP7A_HUMAN,1AW0; 1KVI; 1KVJ; 1Q8L; 1S6O; 1S6U; 1Y3J; 1Y3K; 1YJR; 1YJT; 1YJU; 1YJV; 2AW0; 2G9O; 2GA7; 2K1R; 2KIJ; 2KMV; 2KMX; 3CJK,,,HGNC:869,Humans,DB00515; DB00526; DB00958; DB09130
136,3667,Organic solute transporter subunit alpha,SLC51A,30348899.0,AY194243,Q86UW1,OSTA_HUMAN,,,,HGNC:29955,Humans,DB00286; DB00390; DB00917; DB04348
137,3668,Organic solute transporter subunit beta,SLC51B,30348897.0,AY194242,Q86UW2,OSTB_HUMAN,,,,HGNC:29956,Humans,DB00286; DB00390; DB00917; DB04348
138,3669,Solute carrier family 22 member 16,SLC22A16,24429900.0,AY145502,Q86VW1,S22AG_HUMAN,,,,HGNC:20302,Humans,DB00583; DB00997
139,3670,ATP-binding cassette sub-family A member 5,ABCA5,17223620.0,AY028897,Q8WWZ7,ABCA5_HUMAN,,,,HGNC:35,Humans,DB00864
140,3671,ATP-binding cassette sub-family A member 3,ABCA3,1699038.0,U78735,Q99758,ABCA3_HUMAN,,,,HGNC:33,Humans,DB00619
141,3672,Solute carrier family 28 member 3,SLC28A3,10732815.0,AF305210,Q9HAS3,S28A3_HUMAN,,,,HGNC:16484,Humans,DB00242; DB00441; DB00640; DB00811; DB00993; DB01033; DB01073; DB04335; DB04485; DB09327
142,3673,"ATP-binding cassette sub-family B member 8, mitochondrial",ABCB8,4321407.0,AF047690,Q9NUT2,ABCB8_HUMAN,,,,HGNC:49,Humans,DB00997
144,3949,Ammonium transporter Rh type C,RHCG,6625732.0,AF193809,Q9UBD6,RHCG_HUMAN,3HD6,,,HGNC:18140,Humans,DB09326
148,4675,Electrogenic sodium bicarbonate cotransporter 1,SLC4A4,,,Q9Y6R1,S4A4_HUMAN,,,,HGNC:11030,Humans,DB01390
149,4676,Sodium bicarbonate cotransporter 3,SLC4A7,,,Q9Y6M7,S4A7_HUMAN,,,,HGNC:11033,Humans,DB01390
150,4677,Electrogenic sodium bicarbonate cotransporter 4,SLC4A5,,,Q9BY07,S4A5_HUMAN,,,,HGNC:18168,Humans,DB01390
151,4680,Electroneutral sodium bicarbonate exchanger 1,SLC4A8,,,Q2Y0W8,S4A8_HUMAN,,,,HGNC:11034,Humans,DB01390
152,4683,Sodium-driven chloride bicarbonate exchanger,SLC4A10,,,Q6U841,S4A10_HUMAN,,,,HGNC:13811,Humans,DB01390
153,4690,Gastric intrinsic factor,GIF,,,P27352,IF_HUMAN,2CKT; 2PMV; 3KQ4,,,HGNC:4268,Humans,DB00115
154,4691,Urea transporter 2,SLC14A2,,,Q15849,UT2_HUMAN,,,,HGNC:10919,Humans,DB01005; DB03904
155,4692,Urea transporter 1,SLC14A1,,,Q13336,UT1_HUMAN,,,,HGNC:10918,Humans,DB01005; DB03904
156,4704,Proton-coupled amino acid transporter 2,SLC36A2,,,Q495M3,S36A2_HUMAN,,,,HGNC:18762,Humans,DB00260
157,4705,Sodium/nucleoside cotransporter 1,SLC28A1,,,O00337,S28A1_HUMAN,,,,HGNC:11001,Humans,DB00432; DB00441; DB00495; DB00640; DB00649; DB01262; DB09327
159,4707,"Solute carrier family 2, facilitated glucose transporter member 3",SLC2A3,,,P11169,GTR3_HUMAN,4ZW9; 4ZWB; 4ZWC; 5C65,,,HGNC:11007,Humans,DB00126; DB01296; DB01914; DB09341; DB09502
160,4708,Sodium-coupled monocarboxylate transporter 1,SLC5A8,,,Q8N695,SC5A8_HUMAN,,,,HGNC:19119,Humans,DB00121; DB00627; DB01762; DB08872; DB08949
161,4709,Asc-type amino acid transporter 1,SLC7A10,,,Q9NS82,AAA1_HUMAN,,,,HGNC:11058,Humans,DB01042
162,4710,Solute carrier family 10 member 6,SLC10A6,,,Q3KNW5,SOAT_HUMAN,,,,HGNC:30603,Humans,DB02789; DB05804
163,4711,Folate transporter 1,SLC19A1,,,P41440,S19A1_HUMAN,,,,HGNC:10937,Humans,DB00563; DB00642; DB01157; DB06813; DB11256
164,4750,ATP-binding cassette sub-family G member 5,ABCG5,,,Q9H222,ABCG5_HUMAN,,,,HGNC:13886,Humans,DB08834; DB11635
165,4751,ATP-binding cassette sub-family G member 8,ABCG8,,,Q9H221,ABCG8_HUMAN,,,,HGNC:13887,Humans,DB08834; DB11635
166,4752,Multidrug and toxin extrusion protein 2,SLC47A2,,,Q86VL8,S47A2_HUMAN,,,,HGNC:26439,Humans,DB00205; DB00243; DB00331; DB00391; DB00440; DB00501; DB00536; DB00537; DB00661; DB00787; DB01004; DB01030; DB01035; DB01137; DB01203; DB04574; DB06137; DB06288; DB06608; DB08840; DB09128; DB09241; DB11652; DB11732; DB11757; DB11791; DB11793; DB11817; DB11886; DB11901; DB11978; DB12001; DB12218; DB12265; DB12267; DB12332; DB12377; DB12483; DB12500; DB12615; DB12887; DB12978; DB15097; DB15133; DB15233; DB15305; DB15442; DB15463; DB15688; DB15822; DB16267; DB16628; DB16826
170,4770,RalA-binding protein 1,RALBP1,,,Q15311,RBP1_HUMAN,2KWH; 2KWI; 2MBG,,,HGNC:9841,Humans,DB00398; DB00541; DB00564; DB00997
173,4781,Sodium/nucleoside cotransporter 2,SLC28A2,,,O43868,S28A2_HUMAN,,,,HGNC:11002,Humans,DB00640; DB01033; DB09327
175,4783,"Solute carrier family 2, facilitated glucose transporter member 9",SLC2A9,,,Q9NRM0,GTR9_HUMAN,,,,HGNC:13446,Humans,DB00678; DB01032; DB01250; DB01914; DB08844; DB09341; DB09502
179,4821,"POU domain, class 2, transcription factor 2",POU2F2,,,P09086,PO2F2_HUMAN,1HDP,,,HGNC:9213,Humans,DB01203; DB11757; DB12500
193,4980,Sodium-dependent phosphate transporter 1,SLC20A1,,,Q8WUM9,S20A1_HUMAN,,,,HGNC:10946,Humans,DB01250; DB09436; DB09449; DB11348; DB14481; DB14502; DB14503
194,5027,Transient receptor potential cation channel subfamily V member 6,TRPV6,,,Q9H1D0,TRPV6_HUMAN,,,,HGNC:14006,Humans,DB11093; DB11348; DB14481
195,5037,Transient receptor potential cation channel subfamily V member 5,TRPV5,,,Q9NQA5,TRPV5_HUMAN,,,,HGNC:3145,Humans,DB11093; DB11348; DB14481
196,5051,Transient receptor potential cation channel subfamily M member 6,TRPM6,,,Q9BX84,TRPM6_HUMAN,,,,HGNC:17995,Humans,DB09481; DB14513
197,5141,"Solute carrier family 2, facilitated glucose transporter member 5",SLC2A5,,,P22732,GTR5_HUMAN,1YG1,,,HGNC:11010,Humans,DB01914; DB09344; DB09502
198,5142,"Solute carrier family 2, facilitated glucose transporter member 6",SLC2A6,,,Q9UGQ3,GTR6_HUMAN,,,,HGNC:11011,Humans,DB01914; DB09341; DB09502
199,5143,"Solute carrier family 2, facilitated glucose transporter member 7",SLC2A7,,,Q6PXP3,GTR7_HUMAN,1YG7,,,HGNC:13445,Humans,DB01914; DB09341; DB09502
200,5144,"Solute carrier family 2, facilitated glucose transporter member 8",SLC2A8,,,Q9NY64,GTR8_HUMAN,,,,HGNC:13812,Humans,DB01914; DB09341; DB09502
201,5145,"Solute carrier family 2, facilitated glucose transporter member 10",SLC2A10,,,O95528,GTR10_HUMAN,,,,HGNC:13444,Humans,DB01914; DB09341; DB09502
202,5146,"Solute carrier family 2, facilitated glucose transporter member 11",SLC2A11,,,Q9BYW1,GTR11_HUMAN,,,,HGNC:14239,Humans,DB01914; DB09341; DB09502
203,5147,"Solute carrier family 2, facilitated glucose transporter member 12",SLC2A12,,,Q8TD20,GTR12_HUMAN,,,,HGNC:18067,Humans,DB01914; DB09341; DB09502
205,5221,Ryanodine receptor 3,RYR3,,,Q15413,RYR3_HUMAN,4ERV,,,HGNC:10485,Humans,DB11093; DB11348; DB14481
209,8800,Solute carrier family 41 member 3,SLC41A3,,,Q96GZ6,S41A3_HUMAN,,,,HGNC:31046,Humans,DB09481; DB14513
210,8801,Metal transporter CNNM2,CNNM2,,,Q9H8M5,CNNM2_HUMAN,4IY0; 4IY2; 4IY4; 4IYS,,,HGNC:103,Humans,DB09481
211,8803,"Tricarboxylate transport protein, mitochondrial",SLC25A1,,,P53007,TXTP_HUMAN,,,,HGNC:10979,Humans,DB09154
212,8804,Solute carrier family 13 member 5,SLC13A5,,,Q86YT5,S13A5_HUMAN,,,,HGNC:23089,Humans,DB09154
213,8805,Mitochondrial 2-oxodicarboxylate carrier,SLC25A21,,,Q9BQT8,ODC_HUMAN,,,,HGNC:14411,Humans,DB09154
214,8807,Sodium-dependent phosphate transporter 2,SLC20A2,,,Q08357,S20A2_HUMAN,,,,HGNC:10947,Humans,DB09436; DB09449; DB11348; DB14481; DB14502; DB14503
215,8808,Sodium-dependent phosphate transport protein 2A,SLC34A1,,,Q06495,NPT2A_HUMAN,,,,HGNC:11019,Humans,DB09449; DB11348; DB14481; DB14502; DB14503
216,8809,Sodium-dependent phosphate transport protein 2B,SLC34A2,,,O95436,NPT2B_HUMAN,,,,HGNC:11020,Humans,DB09449; DB11348; DB14481; DB14502; DB14503
217,8810,Sodium-dependent phosphate transport protein 2C,SLC34A3,,,Q8N130,NPT2C_HUMAN,,,,HGNC:20305,Humans,DB09449; DB11348; DB14481; DB14502; DB14503
219,8849,Polycystic kidney disease 2-like 1 protein,PKD2L1,,,Q9P0L9,PK2L1_HUMAN,3TE3; 4GIF,,,HGNC:9011,Humans,DB11093; DB11348; DB14481
220,8850,Polycystic kidney disease protein 1-like 3,PKD1L3,,,Q7Z443,PK1L3_HUMAN,,,,HGNC:21716,Humans,DB11093; DB11348; DB14481
236,9160,Sodium- and chloride-dependent taurine transporter,SLC6A6,,,P31641,SC6A6_HUMAN,,,,HGNC:11052,Humans,DB01956
238,9327,Sodium/myo-inositol cotransporter,SLC5A3,,,P53794,SC5A3_HUMAN,,,,HGNC:11038,Humans,DB13178
247,9680,"POU domain, class 2, transcription factor 1",POU2F1,,,P14859,PO2F1_HUMAN,1CQT; 1E3O; 1GT0; 1HF0; 1O4X; 1OCT; 1POG; 1POU,,,HGNC:9212,Humans,DB01203
254,9987,Transient receptor potential cation channel subfamily M member 3,TRPM3,,,Q9HCF6,TRPM3_HUMAN,,,,HGNC:17992,Humans,DB00794
255,9993,Solute carrier family 43 member 3,SLC43A3,,,Q8NBI5,S43A3_HUMAN,,,,HGNC:17466,Humans,DB00993
257,10111,Solute carrier family 40 member 1,SLC40A1,,,Q9NP59,S40A1_HUMAN,,,,HGNC:10909,Humans,DB13257; DB14520
258,10119,Claudin-16,CLDN16,,,Q9Y5I7,CLD16_HUMAN,,,,HGNC:2037,Humans,DB14513
259,10125,Solute carrier family 41 member 1,SLC41A1,,,Q8IVJ1,S41A1_HUMAN,,,,HGNC:19429,Humans,DB14513
260,10128,"Magnesium transporter MRS2 homolog, mitochondrial",MRS2,,,Q9HD23,MRS2_HUMAN,,,,HGNC:13785,Humans,DB14513
261,10140,Solute carrier family 23 member 2,SLC23A2,,,Q9UGH3,S23A2_HUMAN,,,,HGNC:10973,Humans,DB00126
264,10149,Y+L amino acid transporter 2,SLC7A6,,,Q92536,YLAT2_HUMAN,,,,HGNC:11064,Humans,DB00130
265,10155,Pendrin,SLC26A4,,,O43511,S26A4_HUMAN,,,,HGNC:8818,Humans,DB05382
266,10167,Receptor for retinol uptake STRA6,STRA6,,,Q9BX79,STRA6_HUMAN,,,,HGNC:30650,Humans,DB00162
267,10179,Zinc transporter ZIP10,SLC39A10,,,Q9ULF5,S39AA_HUMAN,,,,HGNC:20861,Humans,DB14533; DB14548
268,10182,Zinc transporter 7,SLC30A7,,,Q8NEW0,ZNT7_HUMAN,,,,HGNC:19306,Humans,DB14533; DB14548
269,10185,Zinc transporter 4,SLC30A4,,,O14863,ZNT4_HUMAN,,,,HGNC:11015,Humans,DB14533; DB14548
270,10188,Zinc transporter ZIP6,SLC39A6,,,Q13433,S39A6_HUMAN,,,,HGNC:18607,Humans,DB14533; DB14548
271,10191,Zinc transporter ZIP5,SLC39A5,,,Q6ZMH5,S39A5_HUMAN,,,,HGNC:20502,Humans,DB14533; DB14548
272,10194,Zinc transporter ZIP2,SLC39A2,,,Q9NP94,S39A2_HUMAN,,,,HGNC:17127,Humans,DB14533; DB14548
273,10197,Zinc transporter 9,SLC30A9,,,Q6PML9,ZNT9_HUMAN,2ENK,,,HGNC:1329,Humans,DB14533; DB14548
274,10200,Zinc transporter 1,SLC30A1,,,Q9Y6M5,ZNT1_HUMAN,,,,HGNC:11012,Humans,DB14533; DB14548
275,10203,Zinc transporter 2,SLC30A2,,,Q9BRI3,ZNT2_HUMAN,,,,HGNC:11013,Humans,DB14533; DB14548
276,10206,Zinc transporter SLC39A7,SLC39A7,,,Q92504,S39A7_HUMAN,,,,HGNC:4927,Humans,DB14533; DB14548
277,10209,Zinc transporter ZIP4,SLC39A4,,,Q6P5W5,S39A4_HUMAN,,,,HGNC:17129,Humans,DB14533; DB14548
278,10212,Zinc transporter 3,SLC30A3,,,Q99726,ZNT3_HUMAN,,,,HGNC:11014,Humans,DB14533; DB14548
279,10215,Zinc transporter 8,SLC30A8,,,Q8IWU4,ZNT8_HUMAN,,,,HGNC:20303,Humans,DB14533; DB14548
280,10218,Zinc transporter ZIP12,SLC39A12,,,Q504Y0,S39AC_HUMAN,,,,HGNC:20860,Humans,DB14533; DB14548
281,10221,Zinc transporter 5,SLC30A5,,,Q8TAD4,ZNT5_HUMAN,,,,HGNC:19089,Humans,DB14533; DB14548
282,10224,Zinc transporter 10,SLC30A10,,,Q6XR72,ZNT10_HUMAN,,,,HGNC:25355,Humans,DB14533; DB14548
283,10227,Zinc transporter ZIP13,SLC39A13,,,Q96H72,S39AD_HUMAN,,,,HGNC:20859,Humans,DB14533; DB14548
284,10230,Zinc transporter ZIP8,SLC39A8,,,Q9C0K1,S39A8_HUMAN,,,,HGNC:20862,Humans,DB14533; DB14548
